"Edit","Expert ID","Department","Title","Year","Pub.Date","Author(s)","Journal","Volume","Pages","Issue","DOI","EID","Publication Type","Scopus Indexed","WOS Indexed","UGC CARE - B","Crossref Citation","Scopus Citation","Access"
"2819025","94449","Department of Civil Engineering","IRREGULAR BUILDING CONFIGURATION WITH FIXED BASE AND FLEXIBLE MODIFIED WINKLER MODEL IN SAP 2000 V.19.2.1","2022","","S V Venkatesh et.al","GIS SCIENCE JOURNAL","9","2452 - 2458","","20.18001.GSJ.2022.V9I4.22.39361","","other","","","","","",""
"2819040","94449","Department of Civil Engineering","FLEXURAL STRENGTH OF FOAM CONCRETE THIN SLAB WITH WELDED & WOVEN MESH USING SLES AS FOAMING AGENT","2022","","S V Venkatesh et.al","Advanced Engineering Science","54","6457 - 6478","","","","other","","","","","",""
"2820314","94426","Department of Electronics and Communication Engineering","An Assistive device for Alzheimer’s patients","2023","","Pubali Roy; Akshata Kumble; Priyanka H M; Aishwarya Chandankeri; M Anuradha"," 2023 International Conference for Advancement in Technology (ICONAT)","","",""," 10.1109/ICONAT57137.2023.10080787","","conference paper","","","","0","0","4"
"2820383","94426","Department of Electronics and Communication Engineering","REAL TIME VIRTUAL YOGA TUTOR","2023","","Anuradha M, Aditya Rao, Shreyas S, Sanjaya KC","IEEE 8th I2CT 2023","","","","","","conference paper","","","","","",""
"2820537","371919","Faculty of Pharmaceutical Sciences","Clinical significance and potential role of trimethylamine N-oxide in neurological and neuropsychiatric disorders","2022","2022-11-01","Mudimela S.;Vishwanath N.K.;Pillai A.;Morales R.;Marrelli S.P.;Barichello T.;Giridharan V.V.","Drug Discovery Today","27","","11","10.1016/j.drudis.2022.08.002","2-s2.0-85137404221","Review","Y","Y","","4","4","4"
"2820548","371957","Faculty of Pharmaceutical Sciences","Bioanalytical Method Development and Validation of Selinexor in Rat Plasma by Liquid Chromatography-Tandem Mass Spectrometry","2022","2022-07-01","","International Journal of Life Science and Pharma Research","","","","10.22376/ijpbs/lpr.2022.12.4.P41-53","","journal-article","","","","0","0","4"
"2821602","371332","Department of Computer Science Engineering","'AI-Assisted College Recommendation System '","2022","","'Kumar, Keshav  Sinha, Vatsal  Sharma, Aman  Monicashree, M.  Vandana, M. L.  Vijay Krishna, B. S. '","Lecture Notes in Networks and Systems, vol 458. Springer","458","'141--150 '","","https://doi.org/10.1007/978-981-19-2894-9_11","","conference proceedings","","","","0","0","4"
"2821625","371332","Department of Computer Science Engineering","'AI-Based Career Counselling with Chatbots '","2022","","'Nair, Ajitesh  Padhy, Ishan  Nikhil, J. K.  Sindhura, S.  Vandana, M. L.  Vijay Krishna, B. S. '","Springer","","'599--612 '","","","","conference paper","","","","","",""
"2821672","94449","Department of Civil Engineering","The Behaviour of Hinges in Buildings Over Various Monitored Displacement - Pushover Analysis","2022","","S V Venkatesh et.al","International Journal of Emerging Engineering and Technology (IJEET)","2","13 - 18","","","","other","","","","","",""
"2822749","371414","Department of Computer Science Engineering","MOVIE SUCCESS PREDICTION AND PERFORMANCE COMPARISON USING VARIOUS STATISTICAL APPROACHES","2022","","Manav Agarwal,Shreya Venugopal, Rishab Kashyap, R Bharathi.","MOVIE SUCCESS PREDICTION AND PERFORMANCE COMPARISON USING VARIOUS STATISTICAL APPROACHES","","","","","","other","","","","","",""
"2822767","372355","Department of Computer Science Engineering","Sign Language Translation Systems: A Systematic Literature Review","2022","","Boggaram, Ankith and Boggaram, Aaptha and Sharma, Aryan and Srinivasa Ramanujan, Ashwin and R., Bharathi","Int. J. Softw. Sci. Comput. Intell.","14","1–33","","10.4018/IJSSCI.311448","","article","","","","1","0","4"
"2822782","372355","Department of Computer Science Engineering","A Comprehensive Study on Various Statistical Techniques for Prediction of Movie Success","2021","","Manav Agarwal and Shreya Venugopal and Rishab Kashyap and R. Bharathi","ArXiv","abs/2112.00395","","","","","article","","","","","",""
"2822826","94433","Department of Electronics and Communication Engineering","Recognizing cardiovascular risk from photoplethysmogram signals using ELM","2016","","Shobitha S and Sandhya R and Niranjana Krupa B and Ali, Mohd. Alauddin Mohd.","","","1-5","","10.1109/CCIP.2016.7802864","","INPROCEEDINGS","","","","3","3","4"
"2822839","94433","Department of Electronics and Communication Engineering","Kannada text to speech conversion: A novel approach","2016","","Dhananjaya, M. S. and Krupa, B. Niranjana and Sushma, R.","","","168-172","","10.1109/ICEECCOT.2016.7955208","","INPROCEEDINGS","","","","8","6","4"
"2822855","94433","Department of Electronics and Communication Engineering","Intelligent Content Based X-Ray Image Retrieval using Speeded up Robust Feature Descriptors","2017","","Lahari, M.V and Niranjana Krupa, B","","","70-73","","10.1109/WIECON-ECE.2017.8468926","","INPROCEEDINGS","","","","1","2","4"
"2823411","372355","Department of Electronics and Communication Engineering","Addressing Online-Learning Challenges Through Smartphone-Based Gamified Learning Platform","2023","2023-01-01","Prasad S.;Bhaumik R.;Jamadagni S.;Narasimha M.","Lecture Notes in Networks and Systems","633 LNNS","990-1001","","10.1007/978-3-031-26876-2_93","2-s2.0-85151119088","Conference Paper","Y","","","0","0","4"
"2823412","372355","Department of Electronics and Communication Engineering","India industry-university collaboration - A novel approach combining technology, innovation, and entrepreneurship","2021","2021-04-21","Prasad S.;Bhat R.S.","IEEE Global Engineering Education Conference, EDUCON","2021-April","373-380","","10.1109/EDUCON46332.2021.9454090","2-s2.0-85112407757","Conference Paper","Y","","","3","2","4"
"2823433","371948","Department of Electronics and Communication Engineering","Design of a Dual Band Low Noise Amplifier at 1.1GHz and 2.4GHz","2022","2022-01-01","Sourabh T.;Seethur R.","Proceedings - 2022 RFM IEEE International RF and Microwave Conference, RFM 2022","","","","10.1109/RFM56185.2022.10065193","2-s2.0-85151532047","Conference Paper","Y","","","0","0","4"
"2823434","371948","Department of Electronics and Communication Engineering","Design of dual-stage ku- band low noise amplifier for satellite downlink application","2022","2022-01-01","Rajdev N.C.;Lasya V.;Seethur R.","Eurasia Proceedings of Science, Technology, Engineering and Mathematics","21","196-201","","10.55549/epstem.1225081","2-s2.0-85146569832","Conference Paper","Y","","","0","0","4"
"2823435","371948","Department of Electronics and Communication Engineering","Design of a Reversible Full Adder Using Quantum Cellular Automata","2022","2022-01-01","Sourabh T.;Sanyal W.;Seethur R.","Eurasia Proceedings of Science, Technology, Engineering and Mathematics","21","500-505","","10.55549/epstem.1227552","2-s2.0-85146543024","Conference Paper","Y","","","1","0","4"
"2823559","162232","Department of Electronics and Communication Engineering","Implementation of VLSI Routing Technique forReal Time Circuits","2020","","Chiranjeevi G N. Rohit Hariharan. Jai Krishna Kumar. Veena Chandroji Rao.","Implementation of VLSI Routing Technique forReal Time Circuits","","","","","","other","","","","","",""
"2823570","162232","Department of Electronics and Communication Engineering","Reconfigurable Platform Pre-Processing MAC Unit Design: For Image Processing Core Architecture in Restoration Applications","2023","","G.N. Chiranjeevi and Subhash Kulkarni","","","","","10.5772/intechopen.108139","","incollection","","","","1","0","4"
"2824357","371332","Department of Computer Science Engineering","A New Approach to Securing Images","2015","","Vandana M Ladwani, SrikantaMurthy K","International Journal of Advanced Research in Computer and Communication Engineering","4","224--227","","","","article","","","","","",""
"2824427","162226","Department of Electronics and Communication Engineering","Noninvasive Blood Glucose Prediction from Photoplethysmogram Using Relevance Vector Machine","2018","","Shobitha, S and Amita, P M and Niranjana, Krupa B and Ali, Mohd. Alauddin Mohd.","","","1-4","","10.1109/I2CT.2018.8529481","","INPROCEEDINGS","","","","5","2","4"
"2824784","94433","Department of Electronics and Communication Engineering","Control Strategy for the Development of Bio-Orthotic Limbs Using EMG Signals","2018","","Kashyap, Amith and Rajesh, Harikrishna and Krupa, B Niranjana","","","1346-1350","","10.1109/ICEECCOT43722.2018.9001327","","INPROCEEDINGS","","","","1","0","4"
"2824794","94433","Department of Electronics and Communication Engineering","Convolutional Neural Networks for Predicting Words: A Lip-Reading System","2018","","Sindhura, PV and Preethi, S J and Niranjana, Krupa B","","","929-933","","10.1109/ICEECCOT43722.2018.9001505","","INPROCEEDINGS","","","","5","3","4"
"2824795","94433","Department of Electronics and Communication Engineering","Steady State Visually Evoked Potential Based Brain Computer Interface for Game Control","2018","","Swati, G Bhat and Sushmitha, S and KS, Srinidhi Bharadwaj and Niranjana, Krupa B","","","422--426","","","","inproceedings","","","","","",""
"2824796","94433","Department of Electronics and Communication Engineering","Hybrid Xception Model for Human Protein Atlas Image Classification","2019","","T.R., Shwetha and Thomas, Swetha Ann and Kamath, Vineet and B., Niranjana Krupa","","","1-4","","10.1109/INDICON47234.2019.9030333","","INPROCEEDINGS","","","","2","7","4"
"2824797","94433","Department of Electronics and Communication Engineering","Convolutional Neural Network Models for Content Based X-Ray Image Classification","2019","","Arti, P and Agrawal, Abhishek and Adishesh, A and Lahari, V M and Niranjana, Krupa B","","","1-4","","10.1109/WIECON-ECE48653.2019.9019943","","INPROCEEDINGS","","","","3","3","4"
"2825761","94436","Department of Mechanical Engineering","Investigation of Mechanical Properties and wear behavior of Ni-alloyed Specially Heat Treated Permanent Moulded Austempered Ductile Iron (PMADI) for Power Plant Applications","2013","","Sethuram D.  Narasimha Murthy K.","Investigation of Mechanical Properties and wear behavior of Ni-alloyed Specially Heat Treated Permanent Moulded Austempered Ductile Iron (PMADI) for Power Plant Applications","","","","","","other","","","","","",""
"2825795","94436","Department of Mechanical Engineering","Comparison of Friction Welding Technologies","2015","","Rakesh Raghavendra D. Sethuram D. Raghupathy V P.","Comparison of Friction Welding Technologies","Vol. 2 Issue 12","","","","","other","","","","","",""
"2825814","94436","Department of Mechanical Engineering","Stability-indicating RP-UHPLC method for determination of telmisartan in drug substance and marketed formulation","2016","","Patra, Biswa Ranjan and Mohan, S and Gowda, Nagaraj","International Journal of Pharmaceutical Sciences and Research","7","2031","","","","article","Y","","","","",""
"2825816","320638","Faculty of Pharmaceutical Sciences","Development and Validation of a New Stability-Indicating Isocratic RP-UHPLC Method for Simultaneous Estimation of Telmisartan and Hydrochlorothiazide in Tablet Dosage Form","2019","","Patra, Biswa Ranjan and Mohan, S and Gowda, Nagaraj","Journal of Pharmaceutical Sciences and Research","11","299--305","","","","article","Y","","","","",""
"2825818","320638","Faculty of Pharmaceutical Sciences","DEGRADATION STUDIES AND DEVELOPMENT OF A NEW VALIDATED ISOCRATIC REVERSE-PHASE ULTRA HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY METHOD FOR THE SIMULTANEOUS ESTIMATION OF TELMISARTAN AND AMLODIPINE IN BULK DRUG AND MARKETED FORMULATION","2019","","PATRA, BISWA RANJAN and MOHAN, S and GOWDA, NAGARAJ","Asian J Pharm Clin Res","12","250--258","","","","article","","","","","",""
"2825821","94379","Department of Biotechnology","Degradation of Lubricant Oil Residues: The Role of Rhizosphere Microflora","2018","","Angira Devi Bhuyan. Uma M V. Krishna Murthy V.","Degradation of Lubricant Oil Residues: The Role of Rhizosphere Microflora","11","","","","","other","","","","","",""
"2825825","94436","Department of Mechanical Engineering","Rhizosphere Microbes as remedial Agents for Waste Lubrican Oil.","2014","","Venkatappa, Krishnamurthy and M.V, Uma and Bhuyan, Angira","International Review of Applied Biotechnology and Biochemistry","2","19-26","","","","article","","","","","",""
"2825906","163370","Department of Electronics and Communication Engineering","Optimal Status Updates in Cognitive Radio-Enabled IoT Networks: An Age of Information Approach","2023","2023-01-01","Vaishnavi K.N.;Baluwale V.;Kishore R.;Moorthy Y.K.;Gurugopinath S.","11th International Conference on Internet of Everything, Microwave Engineering, Communication and Networks, IEMECON 2023","","","","10.1109/IEMECON56962.2023.10092292","2-s2.0-85154565102","Conference Paper","Y","","","0","0","4"
